Zeit;Kopf.x;Kopf.y, Kopf.z; Real.x; Real.y; Real.z
1,17343;0;1,75, 0; 0; 1,75; 0
1,174939;0;1,75, 0; 0; 1,75; 0
1,176495;0;1,75, 0; 0; 1,75; 0
1,177908;0;1,75, 0; 0; 1,75; 0
1,179309;0;1,75, 0; 0; 1,75; 0
1,180884;0;1,75, 0; 0; 1,75; 0
1,182629;0;1,75, 0; 0; 1,75; 0
1,18414;0;1,75, 0; 0; 1,75; 0
1,185551;0;1,75, 0; 0; 1,75; 0
1,189474;0;1,75, 0; 0; 1,75; 0
1,191159;0;1,75, 0; 0; 1,75; 0
1,192904;0;1,75, 0; 0; 1,75; 0
1,194377;0;1,75, 0; 0; 1,75; 0
1,195744;0;1,75, 0; 0; 1,75; 0
1,197516;0;1,75, 0; 0; 1,75; 0
1,198956;0;1,75, 0; 0; 1,75; 0
1,200501;0;1,75, 0; 0; 1,75; 0
1,202136;0;1,75, 0; 0; 1,75; 0
1,203645;0;1,75, 0; 0; 1,75; 0
1,205178;0;1,75, 0; 0; 1,75; 0
1,206732;0;1,75, 0; 0; 1,75; 0
1,208392;0;1,75, 0; 0; 1,75; 0
1,209795;0;1,75, 0; 0; 1,75; 0
1,211631;0;1,75, 0; 0; 1,75; 0
1,21314;0;1,75, 0; 0; 1,75; 0
1,214615;0;1,75, 0; 0; 1,75; 0
1,216005;0;1,75, 0; 0; 1,75; 0
1,217531;0;1,75, 0; 0; 1,75; 0
1,21892;0;1,75, 0; 0; 1,75; 0
1,220287;0;1,75, 0; 0; 1,75; 0
1,221836;0;1,75, 0; 0; 1,75; 0
1,223198;0;1,75, 0; 0; 1,75; 0
1,225162;0;1,75, 0; 0; 1,75; 0
1,22666;0;1,75, 0; 0; 1,75; 0
1,228116;0;1,75, 0; 0; 1,75; 0
1,229697;0;1,75, 0; 0; 1,75; 0
1,231124;0;1,75, 0; 0; 1,75; 0
1,232495;0;1,75, 0; 0; 1,75; 0
1,233823;0;1,75, 0; 0; 1,75; 0
1,235146;0;1,75, 0; 0; 1,75; 0
1,236511;0;1,75, 0; 0; 1,75; 0
1,238192;0;1,75, 0; 0; 1,75; 0
1,239795;0;1,75, 0; 0; 1,75; 0
1,241765;0;1,75, 0; 0; 1,75; 0
1,243994;0;1,75, 0; 0; 1,75; 0
1,245696;0;1,75, 0; 0; 1,75; 0
1,247647;0;1,75, 0; 0; 1,75; 0
1,249398;0;1,75, 0; 0; 1,75; 0
1,25137;0;1,75, 0; 0; 1,75; 0
1,252965;0;1,75, 0; 0; 1,75; 0
1,255133;0;1,75, 0; 0; 1,75; 0
1,257358;0;1,75, 0; 0; 1,75; 0
1,25927;0;1,75, 0; 0; 1,75; 0
1,261414;0;1,75, 0; 0; 1,75; 0
1,263422;0;1,75, 0; 0; 1,75; 0
1,264874;0;1,75, 0; 0; 1,75; 0
1,266316;0;1,75, 0; 0; 1,75; 0
1,267637;0;1,75, 0; 0; 1,75; 0
1,268944;0;1,75, 0; 0; 1,75; 0
1,270492;0;1,75, 0; 0; 1,75; 0
1,272006;0;1,75, 0; 0; 1,75; 0
1,273626;0;1,75, 0; 0; 1,75; 0
1,275214;0;1,75, 0; 0; 1,75; 0
1,276699;0;1,75, 0; 0; 1,75; 0
1,278114;0;1,75, 0; 0; 1,75; 0
1,279684;0;1,75, 0; 0; 1,75; 0
1,281068;0;1,75, 0; 0; 1,75; 0
1,282664;0;1,75, 0; 0; 1,75; 0
1,284194;0;1,75, 0; 0; 1,75; 0
1,285502;0;1,75, 0; 0; 1,75; 0
1,286778;0;1,75, 0; 0; 1,75; 0
1,288018;0;1,75, 0; 0; 1,75; 0
1,291431;0;1,75, 0; 0; 1,75; 0
1,292868;0;1,75, 0; 0; 1,75; 0
1,294275;0;1,75, 0; 0; 1,75; 0
1,295608;0;1,75, 0; 0; 1,75; 0
1,296905;0;1,75, 0; 0; 1,75; 0
1,298422;0;1,75, 0; 0; 1,75; 0
1,29982;0;1,75, 0; 0; 1,75; 0
